time_ms,temp_c,humidity,gas_raw,bvoc,iaq,label
12380000,20.79,81.76,10.37,0.54,53.71,3
12400000,20.80,81.73,10.37,0.53,52.71,3
12420000,20.80,81.69,10.37,0.53,53.13,3
12440000,20.80,81.65,10.37,0.53,53.02,3
12460000,20.79,81.65,10.36,0.53,53.31,3
12480000,20.79,81.67,10.37,0.52,52.03,3
12500000,20.79,81.65,10.37,0.52,52.04,3
12520000,20.79,81.64,10.37,0.51,51.47,3
12540000,20.79,81.68,10.37,0.52,52.11,3
12560000,20.79,81.70,10.37,0.51,51.49,3
12580000,20.79,81.70,10.37,0.52,51.81,3
12600000,20.79,81.71,10.37,0.51,51.19,3
12620000,20.80,81.69,10.37,0.51,51.37,3
12640000,20.80,81.70,10.37,0.51,51.30,3
12660000,20.79,81.67,10.37,0.51,51.01,3
12680000,20.79,81.57,10.37,0.50,50.36,3
12700000,20.79,81.49,10.37,0.50,50.25,3
12720000,20.79,81.43,10.37,0.51,50.51,3
12740000,20.79,81.48,10.37,0.51,50.85,3
12760000,20.79,81.53,10.38,0.50,50.00,3
12780000,20.80,81.56,10.38,0.50,50.25,3
12800000,20.79,81.53,10.38,0.50,50.16,3
12820000,20.79,81.44,10.38,0.50,50.00,3
12840000,20.80,81.40,10.38,0.50,50.29,3
12860000,20.79,81.41,10.38,0.50,50.00,3
12880000,20.80,81.43,10.38,0.50,50.06,3
12900000,20.80,81.46,10.38,0.50,50.00,3
12920000,20.81,81.46,10.38,0.50,50.39,3
12940000,20.80,81.59,10.37,0.52,51.50,3
12960000,20.80,81.60,10.37,0.51,50.95,3
12980000,20.80,81.58,10.38,0.51,50.52,3
13000000,20.81,81.56,10.37,0.51,50.65,3
13020000,20.80,81.61,10.37,0.52,51.69,3
13040000,20.80,81.59,10.38,0.50,50.46,3
13060000,20.81,81.56,10.38,0.51,50.59,3
13080000,20.81,81.57,10.38,0.50,50.39,3
13100000,20.81,81.61,10.38,0.50,50.08,3
13120000,20.81,81.68,10.38,0.50,50.19,3
13140000,20.81,81.69,10.38,0.50,50.20,3
13160000,20.81,81.71,10.38,0.50,50.31,3
13180000,20.82,81.69,10.38,0.50,50.00,3
13200000,20.82,81.73,10.38,0.50,50.09,3
13220000,20.82,81.75,10.37,0.51,50.88,3
13240000,20.82,81.83,10.38,0.51,50.77,3
13260000,20.82,81.84,10.39,0.52,52.17,3
13280000,20.82,81.91,10.38,0.53,52.73,3
